ReturnHeader-Filer-EIN,ReturnHeader-Filer-BusinessName-BusinessNameLine1Txt,ReturnHeader-TaxPeriodEndDt,ReturnHeader-PreparerFirmGrp-PreparerUSAddress-AddressLine1Txt,ReturnHeader-PreparerFirmGrp-PreparerUSAddress-CityNm,ReturnHeader-PreparerFirmGrp-PreparerUSAddress-StateAbbreviationCd,ReturnHeader-PreparerFirmGrp-PreparerUSAddress-ZIPCd,ReturnHeader-Filer-USAddress-AddressLine1Txt,ReturnHeader-Filer-USAddress-CityNm,ReturnHeader-Filer-USAddress-StateAbbreviationCd,ReturnHeader-Filer-USAddress-ZIPCd,ReturnHeader-Filer-BusinessNameControlTxt,ReturnHeader-Filer-PhoneNum,ReturnHeader-BusinessOfficerGrp-PersonNm,ReturnHeader-BusinessOfficerGrp-PersonTitleTxt,ReturnHeader-BusinessOfficerGrp-PhoneNum,ReturnData-IRS990-WebsiteAddressTxt,ReturnData-IRS990-FormationYr,ReturnData-IRS990-ActivityOrMissionDesc,ReturnData-IRS990-TotalEmployeeCnt,ReturnData-IRS990-TotalVolunteersCnt,ReturnData-IRS990-PYContributionsGrantsAmt,ReturnData-IRS990-CYContributionsGrantsAmt,ReturnData-IRS990-PYProgramServiceRevenueAmt,ReturnData-IRS990-CYProgramServiceRevenueAmt,ReturnData-IRS990-PYInvestmentIncomeAmt,ReturnData-IRS990-CYInvestmentIncomeAmt,ReturnData-IRS990-PYOtherRevenueAmt,ReturnData-IRS990-CYOtherRevenueAmt,ReturnData-IRS990-PYTotalRevenueAmt,ReturnData-IRS990-CYTotalRevenueAmt,ReturnData-IRS990-PYGrantsAndSimilarPaidAmt,ReturnData-IRS990-CYGrantsAndSimilarPaidAmt,ReturnData-IRS990-PYBenefitsPaidToMembersAmt,ReturnData-IRS990-CYBenefitsPaidToMembersAmt,ReturnData-IRS990-PYSalariesCompEmpBnftPaidAmt,ReturnData-IRS990-CYSalariesCompEmpBnftPaidAmt,ReturnData-IRS990-PYTotalProfFndrsngExpnsAmt,ReturnData-IRS990-CYTotalProfFndrsngExpnsAmt,ReturnData-IRS990-PYTotalFundraisingExpenseAmt,ReturnData-IRS990-CYTotalFundraisingExpenseAmt,ReturnData-IRS990-PYOtherExpensesAmt,ReturnData-IRS990-CYOtherExpensesAmt,ReturnData-IRS990-PYTotalExpensesAmt,ReturnData-IRS990-CYTotalExpensesAmt,ReturnData-IRS990-PYRevenuesLessExpensesAmt,ReturnData-IRS990-CYRevenuesLessExpensesAmt,ReturnData-IRS990-TotalAssetsBOYAmt,ReturnData-IRS990-TotalAssetsEOYAmt,ReturnData-IRS990-TotalLiabilitiesBOYAmt,ReturnData-IRS990-TotalLiabilitiesEOYAmt,ReturnData-IRS990-NetAssetsOrFundBalancesBOYAmt,ReturnData-IRS990-NetAssetsOrFundBalancesEOYAmt,ReturnData-IRS990-MissionDesc,ReturnData-IRS990-AccountsReceivableGrp-BOYAmt,ReturnData-IRS990-AccountsReceivableGrp-EOYAmt
540505925,THE MADEIRA SCHOOL INC,2016-06-30,7101 WISCONSIN AVE SUITE 1012,BETHESDA,MD,20814,8328 GEORGETOWN PIKE,MCLEAN,VA,221021203,MADE,7035568241,ALEX HEIBERGER,CFO,7035568241,WWW.MADEIRA.ORG,1906,"MADEIRA IS A GIRLS SCHOOL BY DESIGN WHERE EVERY ASPECT OF ACADEMIC, SOCIAL AND ATHLETIC LIFE IS DIRECTED TOWARD EDUCATING THE NEXT GENERATION OF YOUNG WOMEN FOR LEADERSHIP.",308,250,12273889,8204616,17199464,17752306,3428277,1270255,0,0,32901630,27227177,3264941,3389971,0,0,9885026,10260791,114342,0,,1666470,9747119,9854411,23011428,23505173,9890202,3722004,151104277,157333881,33520384,33831092,117583893,123502789,"EDUCATION - FOUNDED IN 1906, MADEIRA IS A BOARDING AND DAY COLLEGE PREPARTORY SCHOOL FOR GIRLS IN GRADES NINE THROUGH TWELVE. MADEIRA IS A GIRLS SCHOOL BY DESIGN WHERE EVERY ASPECT OF ACADEMIC, SOCIAL AND ATHLETIC LIFE IS DIRECTED TOWARD EDUCATING THE NEXT GENERATION OF YOUNG WOMEN FOR LEADERSHIP.",961119,2198021
060646648,Forman School Inc,2016-06-30,609 FARMINGTON AVE STE 201,HARTFORD,CT,06105,PO Box 80,Litchfield,CT,06759,FORM,8605671806,ROBERT SCODARI,CHIEF FINANCIAL OFFICER,8605671806,www.formanschool.org,1930,"The Forman School is an independent, coeducational college preparatory school for boarding and day students with identified learning differences. Forman develops the whole student so that every graduate becomes an educated, confident, self-advocate throughout life.",157,81,3513969,815704,14482690,15545198,361744,215525,35626,71650,18394029,16648077,1553512,1779360,,0,8249747,8781190,,0,,1497478,5158601,5900298,14961860,16460848,3432169,187229,34097704,32893969,12290909,11240066,21806795,21653903,"The Forman School is an independent,",107597,100484
010221344,BRIDGTON ACADEMY,2016-06-30,20 LONG CREEK DRIVE,SOUTH PORTLAND,ME,04106,PO BOX 292,NORTH BRIDGTON,ME,040570292,BRID,2076473322,MARK GOODWIN,BUSINESS MANAGER,2076473322,WWW.BRIDGTONACADEMY.ORG,1808,BRIDGTON ACADEMY IS THE ONLY SCHOOL IN THE UNITED STATES THAT EXCLUSIVELY OFFERS A POSTGRADUATE YEAR FOR HIGH SCHOOL GRADUATES. A TYPICAL CLASS WILL HAVE 188 YOUNG MEN FROM TWENTY OR MORE STATES AND SEVERAL FOREIGN COUNTRIES. MOST STUDENTS TAKE COLLEGE-LEVEL COURSES FOR WHICH THEY MAY RECEIVE TRANSFERABLE COLLEGE CREDIT. ATHLETIC PROGRAMS ARE HIGHLY COMPETITIVE AND MANY GRADUATES CONTINUE THEIR ATHLETIC INVOLVEMENT AT THE COLLEGIATE LEVEL. ALL ASPECTS OF THE BRIDGTON ACADEMY EXPERIENCE OFFER A BLEND OF FREEDOM AND STRUCTURE DESIGNED TO HELP ITS GRADUATES BE SUCCESSFUL IN COLLEGE AND CAREER.,134,20,1208681,981491,9252770,9139909,102195,98002,0,0,10563646,10219402,2850692,2527235,0,0,3885128,3664298,0,0,,347724,3607682,3390465,10343502,9581998,220144,637404,17690001,17810302,5472290,5074287,12217711,12736015,"TO PROVIDE A PROGRAM FOR YOUNG MEN IN A UNIQUE, ONE-YEAR POSTGRADUATE ENVIRONMENT TO PREPARE FOR THE RIGORS OF COLLEGE AND BEYOND.",238018,247342
050259009,ST GEORGE'S SCHOOL,2016-06-30,29 S MAIN STREET PO BOX 272000,WEST HARTFORD,CT,061272000,PO BOX 1910,NEWPORT,RI,028400190,STGE,4018477565,ELIZABETH F MCGRATH,DIRECTOR OF FINANCE,4018477565,WWW.STGEORGES.EDU,1896,TO GIVE STUDENTS IN THE GRADES OF 9 THRU 12 THE OPPORTUNITY OF DEVELOPING TO THE FULLEST EXTENT.,230,250,9642775,9145585,19503262,20076539,11712104,10503829,931350,907725,41789491,40633678,4480697,4489213,0,0,13866152,14061989,265397,91792,,2241944,14485568,34038781,33097814,52681775,8691677,-12048097,233863198,235555252,44301165,65315348,189562033,170239904,TO GIVE STUDENTS IN THE GRADES OF 9 THRU 12 THE OPPORTUNITY OF DEVELOPING TO THE FULLEST EXTENT POSSIBLE THE PARTICULAR GIFTS THAT ARE THEIRS AND TO ENCOURAGE IN THEM THE DESIRE TO DO SO.,225795,210290
042105855,WORCESTER ACADEMY,2016-06-30,89 SHREWSBURY STREET,WORCESTER,MA,01604,81 PROVIDENCE STREET,WORCESTER,MA,01604,WORC,5087545302,THOMAS DICONZA,CHIEF FINANCIAL OFFICER,5087545302,WWW.WORCESTERACADEMY.ORG,1834,OPERATION OF AN INDEPENDENT COLLEGE PREPARATORY SCHOOL FOR STUDENTS IN GRADES 6 - 12 AND POSTGRADUATES DEDICATED TO PROMOTING SELF-DEVELOPMENT AND EDUCATION.,311,0,3039293,1965332,25663108,24383206,2180205,2279714,108776,239478,30991382,28867730,7020969,5364587,0,0,12808424,13937329,0,0,,740306,10520065,10882085,30349458,30184001,641924,-1316271,108060710,103173138,24413497,24053076,83647213,79120062,"WORCESTER ACADEMY EXISTS TO INSTILL IN ITS STUDENTS THE DESIRE TO LEARN THROUGHOUT LIFE, TO ENGAGE PASSIONATELY WITH THE WORLD AROUND THEM, AND TO BE HONORABLE PERSONS OF STRONG AND RESOURCEFUL CHARACTER.",237592,201949
870290194,WASATCH ACADEMY,2016-06-30,36 S STATE STREET SUITE 600,SALT LAKE CITY,UT,84111,120 S 100 W,MT PLEASANT,UT,84647,WASA,4354622411,PAUL APPLEGARTH,DIRECTOR OF FINANCE,4354622411,WWW.WASATCHACADEMY.ORG,1972,STUDENT EDUCATION,205,50,1795754,5852371,13984589,13609384,33258,14620,13304,27320,15826905,19503695,0,0,0,0,6011294,6715266,0,0,,490262,6925685,7731755,12936979,14447021,2889926,5056674,30522518,38096460,7442207,9960844,23080311,28135616,TO PROVIDE STUDENT EDUCATION FOR STUDENTS IN A PRIVATE PREPARATORY HIGH SCHOOL,37608,0
231352667,PERKIOMEN SCHOOL,2016-06-30,357 N MAIN ST,SOUDERTON,PA,189641608,200 SEMINARY AVENUE,PENNSBURG,PA,18073,PERK,2156791136,MICHAEL FOUX,ASSOC. HD-FINANCE,2156791137,WWW.PERKIOMEN.ORG,1875,"A COEDUCATIONAL, COLLEGE PREPARATORY SCHOOL SERVING STUDENTS IN GRADES 6-12 WITH A MISSION OF ""INSPIRING STUDENTS TO RISK BEING THEIR BEST.""",136,2,2095085,1554118,16481320,17470445,322681,466233,31994,18809,18931080,19509605,4341575,4503669,,0,6096534,6577710,149613,0,,889490,7347788,7663011,17935510,18744390,995570,765215,49380328,50478066,25687213,26456980,23693115,24021086,"A COEDUCATIONAL, COLLEGE PREPARATORY SCHOOL SERVING STUDENTS IN GRADES 6-12 WITH A MISSION OF ""INSPIRING STUDENTS TO RISK BEING THEIR BEST.""",86329,54640
060646805,The Rectory School Inc,2016-06-30,350 CHURCH STREET 12TH FLOOR,HARTFORD,CT,06103,528 Pomfret Street,Pomfret,CT,06258,RECT,8609287759,FREDERICK W WILLIAMS,HEADMASTER,8609287759,www.rectoryschool.org,1935,"To provide students, from early childhood through middle school, with an enriched and supportive academic, social and ethical community that addresses individual learning styles, aptitudes and needs while promoting personal self-worth and accountability. The school community lives The Rectory School Creed: Responsibility, Respect, Honesty, and Compassion.",173,0,4564849,1933277,11903160,12313895,695974,656989,147581,168915,17311564,15073076,1902304,1968416,0,0,7014932,7310349,0,0,,677225,4630455,4344223,13547691,13622988,3763873,1450088,37542585,38616635,12043558,12889020,25499027,25727615,"To provide students, from early childhood through middle school, with an enriched and supportive academic, social and ethical community that addresses individual learning styles, aptitudes and needs while promoting personal self-worth and accountability.",51362,86651
362216167,LAKE FOREST ACADEMY,2016-06-30,10 S Riverside Plaza 9th Floor,Chicago,IL,60606,1500 WEST KENNEDY ROAD,LAKE FOREST,IL,60045,LAKE,8476153213,Michael J Reidy,Chief Financial Officer,8476153213,WWW.LFANET.ORG,1857,Educational Program - Independent College Preparatory School.,157,287,6521585,6622731,21254487,21816743,-204993,578194,1500302,1497512,29071381,30515180,4322689,4562617,0,0,9323250,9834429,0,0,,2313861,12504619,12753667,26150558,27150713,2920823,3364467,90772051,97499628,37532219,41512608,53239832,55987020,"Lake Forest Academy strives to embody in its practices and to cultivate in its students excellence of character, scholarship, citizenship, and responsibility.",2870826,2915809
042104265,GROTON SCHOOL,2016-06-30,,,,,PO Box 991,Groton,MA,01450,GROT,9784483363,Arthur Diaz,Chief Financial Officer,9784487566,www.groton.org,1884,Groton School provides college and university preparatory education for students in grades eight to twelve.,220,375,16704864,11573674,20886467,20840257,36302321,28869441,358238,367731,74251890,61651103,6382803,6680571,0,0,17782270,18375364,0,0,,2351199,18358611,20158909,42523684,45214844,31728206,16436259,511393534,481882186,102738410,102287689,408655124,379594497,"Groton School is dedicated to educating promising students in a diverse and intimate community that fosters intellectual, moral, and spiritual character and physical development in preparation for lifelong learning, leadership, and service to others.",427062,359886
141338390,EMMA WILLARD SCHOOL,2016-06-30,6 WEMBLEY COURT,ALBANY,NY,12205,285 PAWLING AVENUE,TROY,NY,121805238,EMMA,5188331300,VIRGINIA ARBOUR,CFO,5188331300,WWW.EMMAWILLARD.ORG,1814,TO PROVIDE EDUCATION FOR GIRLS IN GRADES 9 THROUGH 12.,227,26,19227221,3481092,16670903,17931697,5398453,132403,4501,-25502,41301078,21519690,4367405,4429545,0,0,9601115,10496591,0,0,,1378295,10482557,11104545,24451077,26030681,16850001,-4510991,156972798,144492661,35251274,30585525,121721524,113907136,EMMA WILLARD SCHOOL IS A PRIVATELY OPERATED SCHOOL FOR GIRLS IN GRADES 9 THROUGH 12 FOR BOARDING AND DAY STUDENTS.,137112,292238
231370498,Church Farm School,2016-06-30,2001 MARKET STREET SUITE 700,PHILADELPHIA,PA,19103,1001 E Lincoln Highway,Exton,PA,19341,CHUR,6103637500,REV EDMUND K SHERRILL II,Director of Finance and Operations,6103637500,www.gocfs.net,1918,CFS prepares a diverse group of boys with academic ability and good character to lead productive and fulfilling lives by making a college preparatory education financially accesible,110,,1150332,1508394,1442822,1335885,6663001,8320326,325013,329501,9581168,11494106,0,0,0,0,5815741,5973061,0,0,,635879,4346054,4658298,10161795,10631359,-580627,862747,164478582,156006609,8235949,6725194,156242633,149281415,The Church Farm School prepares a diverse group of boys with academic ability and good character to lead productive and fulfilling lives by making a college preparatory education financially accessible.,89334,269153
060646661,THE GUNNERY INC,2016-06-30,207 BANK ST,WATERBURY,CT,06702,99 GREEN HILL ROAD,WASHINGTON,CT,06793,GUNN,8608687334,WILLIAM ZEKAS,CHIEF FINANCIAL OFF,8608687334,WWW.GUNNERY.ORG,1920,TO PROVIDE STUDENTS WITH A SECONDARY EDUCATION IN AN ATMOSPHERE CONDUCTIVE TO LEARNING AND SOCIAL INTERACTION WITH OTHERS.,149,86,3239152,4818152,15200812,15449436,1258603,609673,60416,101873,19758983,20979134,4294114,4863586,,0,7484192,8127044,,0,,1354833,6904629,7047407,18682935,20038037,1076048,941097,61209604,62802415,12610554,14115548,48599050,48686867,"IN 1850 FREDERICK GUNN ESTABLISHED A SCHOOL BASED ON THE BELIEF THAT STRENGTH OF CHARACTER WAS THE GOAL OF EDUCATION. TODAY, THE GUNNERY RESTS ON THE FOUR CORNERSTONES OF CHARACTER: SCHOLARSHIP, INTEGRITY, RESPECT AND RESPONSIBILTY. CHARACTER IS FORGED IN A COHESIVE, DIVERSE COMMUNITY INFORMED BY A CHALLENGING COLLEGE PREPARATORY CURRICULUM, A BROAD RANGE OF ATHLETIC, ARTISTIC AND SOCIAL ACTIVITIES AND A FACULTY OF SCHOLARS AND COMMITTED EDUCATORS DEDICATED TO THE INTELLECTUAL AND ETHICAL DEVELOPMENT OF EVERY STUDENT. A GUNNERY GRADUATE IS A BROADLY EDUCATED, SOCIALLY RESPONSIBLE CITIZEN WITH TESTED BELIEFS, STRENGTH OF CHARACTER AND THE COURAGE TO ACT ON CONVICTIONS.",44094,55297
510079506,St Andrew's School Of Delaware Inc,2016-06-30,62 Rockford Road,Wilmington,DE,198061004,350 Noxontown Road,Middletown,DE,197091621,STAN,3023789511,Diane Winiarczyk,CFO,3023789511,www.standrews-de.org,1929,"St. Andrew's School is a coed boarding school, grades 9 through 12.",227,0,3625575,3249161,16039963,17314461,12302904,4865831,92503,77353,32060945,25506806,5723460,6059451,0,0,12099026,12030485,6500,0,,1495906,8704488,9599617,26533474,27689553,5527471,-2182747,321262910,309730548,46495291,47349534,274767619,262381014,"The School's mission is to provide secondary education of a definitely Christian character at a minimum cost consistent with modern equipment and highest standards. St. Andrew's School is a coed boarding school of students and faculty who live on a pristine 2,200-acre campus, learning together and collaborating to pursue their passions in academics, athletics, service, and the arts.",242709,485066
042103574,THE FESSENDEN SCHOOL,2016-06-30,80 CITY SQUARE,BOSTON,MA,021293742,250 WALTHAM STREET,WEST NEWTON,MA,02465,FESS,6179645350,LAURA RUTHERFORD,CFO,6179645350,WWW.FESSENDEN.ORG,1930,"THE FESSENDEN SCHOOL IS THE OLDEST ALL BOYS, JUNIOR BOARDING SCHOOL IN THE COUNTRY.",371,50,2669930,4763317,21916701,23504868,1531069,987350,434359,512919,26552059,29768454,2479329,2666520,0,0,15021523,15884563,0,0,,1556825,8620972,9432241,26121824,27983324,430235,1785130,89128999,90542196,30331422,33864920,58797577,56677276,"THE MISSION OF THE FESSENDEN SCHOOL IS TO TEACH, NURTURE, AND CELEBRATE GROWING BOYS, CULTIVATING EACH STUDENT'S INDIVIDUAL POTENTIAL AND DEVELOPING IN BALANCE HIS MIND, CHARACTER, HEART AND BODY IN AN INCLUSIVE AND JOYFUL COMMUNITY THAT, THROUGH RIGOR, FRIENDSHIP AND SERVICE, REFLECTS FESSENDEN'S TRADITIONAL VALUES OF HONESTY, COMPASSION AND RESPECT.",357822,363352
060678539,SUFFIELD ACADEMY,2016-06-30,,,,,185 North Main Street,Suffield,CT,06078,SUFF,8603864400,Patrick Booth,CFO,8603864454,www.suffieldacademy.org,1833,Suffield Academy is a coeducational independent secondary school serving a diverse student body of day and boarding students from across the United States and from many foreign counties. The school is grounded in a tradition of academic excellence combined with a strong work ethic; respect for individual differences and a commitment to scholarship guide our curriculum and pedagogy. We engender among our students a sense of responsibility and challenge them to grow in a school community that is both structured and nurturing. We expect our students to emerge from their Suffield experience for a lifetime of learning and active citizenship.,302,100,17532387,6306969,20389415,21376697,625045,933760,215989,237529,38762836,28854955,3828345,4084911,0,0,11767169,12115892,0,0,,1467196,8897034,10213148,24492548,26413951,14270288,2441004,137707992,135367244,29305194,26694089,108402798,108673155,Suffield Academy is a coeducational independent secondary school serving a diverse student body of day and boarding students from across the United States and from many foreign counties. The school is grounded in a tradition of academic excellence combined with a strong work ethic; respect for individual differences and a commitment to scholarship guide our curriculum and pedagogy. We engender among our students a sense of responsibility and challenge them to grow in a school community that is both structured and nurturing. We expect our students to emerge from their Suffield experience for a lifetime of learning and active citizenship.,6644372,7375568
042103564,THE GOVERNOR'S ACADEMY,2016-06-30,10 FORBES ROAD WEST,BRAINTREE,MA,02184,1 ELM STREET,BYFIELD,MA,01922,GOVE,9784651763,CHRISTOPHER V WEJCHERT,CHIEF FINANCIAL OFFICER,9784651763,WWW.THEGOVERNORSACADEMY.ORG,1763,"THE GOVERNOR'S ACADEMY IS LONGEST CONTINUALLY OPERATING NON-DENOMINATIONAL BOARDING AND DAY SCHOOL IN THE COUNTRY. FOUNDED IN 1763 ON NEW ENGLAND COASTAL FARMLAND, THE ACADEMY COMBINES CENTURIES OF TRADITION WITH A DEDICATION TO EDUCATIONAL INNOVATION. STUDENTS FLOURISH IN A DIVERSE COMMUNITY DISTINGUISHED BY ENDURING RELATIONSHIPS WITH TEACHERS AND DEFINED BY A COMMITMENT TO LEARNING AND A THOUGHTFUL BALANCE OF ACADEMICS, ATHLETICS, ARTS AND SERVICE TO OTHERS. ACADEMY GRADUATES ARE LIFE LONG LEARNERS WHO EMBRACE THEIR CIVIC DUTY AND GLOBAL RESPONSIBILITY.",256,500,5160717,3216301,20589587,21754119,6649391,5190943,469516,423234,32869211,30584597,5360357,5490091,0,0,12637070,13097592,0,0,,2480091,10348696,11099635,28346123,29687318,4523088,897279,141462926,135191973,35836132,36786631,105626794,98405342,"LASTING BONDS AMONG STUDENTS AND FACULTY ARE HALLMARKS OF OUR CAMPUS COMMUNITY. LIFE AT THE ACADEMY IS ALSO INFLUENCED BY OUR MANY TRADITIONS INCLUDING JUMPING THE WALL AT COMMENCEMENT, HOSTING THE SPECIAL OLYMPICS, CELEBRATING FOUNDERS DAY, AND ENJOYING SATURDAY EVENINGS IN THE HEADMASTER'S HOME. IT IS IN THESE TRADITIONS AND COMMUNITY EVENTS THAT THE SPIRIT OF THE ACADEMY COMES TO LIFE. AS THE OLDEST CONTINUOUSLY OPERATING BOARDING SCHOOL IN THE UNITED STATES, WE HAVE ALWAYS CHERISHED THE POSSIBILITIES OF THE FUTURE AS MUCH AS WE CHERISH OUR TRADITIONS. STUDENTS BECOME PART OF AN EXCITING HISTORY OF PROGRESS AND SERVICE FROM WHICH SPRING THE SCIENTISTS, ARTISTS, ATHLETES, WRITERS, INNOVATORS AND LEADERS OF TOMORROW. VISITORS TO OUR CAMPUS FEEL IT RIGHT AWAY-THE SENSE OF POSSIBILITY, THAT YOU CAN DO ANYTHING, TRY ANYTHING. <CONTINUED BELOW>",136445,99388
540506326,THE PROTESTANT EPISCOPAL HIGH SCHOOL,2016-06-30,9737 WASHINGTONIAN BLVD 400,GAITHERSBURG,MD,208787340,1200 N QUAKER LANE,ALEXANDRIA,VA,223023004,PROT,7039333000,WILLIAM H DE BUTTS III,CFO,7039333000,WWW.EPISCOPALHIGHSCHOOL.ORG,1839,THE INSTITUTION'S PRIMARY EXEMPT PURPOSE IS TO PROVIDE EDUCATION TO HIGH SCHOOL STUDENTS.,326,25,8336028,5872391,23337217,23854367,7617906,1753203,204319,250587,39495470,31730548,5555737,6243110,0,0,16623952,17473065,24473,23926,,3021987,16786441,16612213,38990603,40352314,504867,-8621766,416142103,423427223,41715465,42437292,374426638,380989931,"FOUNDED ON A TRADITION OF HONOR AND THE PURSUIT OF SELF-DISCOVERY, EPISCOPAL HIGH SCHOOL ENGAGES STUDENTS IN A CHALLENGING COLLEGE PREPARATORY EDUCATION. THE SCHOOL FOSTERS EMPATHY AND RESPONSIBILITY FOR SELF AND OTHERS THROUGH A COMMITMENT TO SPIRITUAL INQUIRY AND GROWTH IN A FULLY RESIDENTIAL COMMUNITY. STUDENTS ARE ENCOURAGED TO THINK CREATIVELY, WORK COLLABORATIVELY, DEVELOP INDIVIDUAL PASSIONS, AND CELEBRATE THE TALENTS OF OTHERS. SHARING DIVERSE LIFE EXPERIENCES, IDEAS, AND VALUES, STUDENTS LEARN HUMILITY, RESILIENCE, AND MUTUAL RESPECT. THROUGH ACCESS TO THE EDUCATIONAL AND CULTURAL RESOURCES OF THE NATIONS CAPITAL, STUDENTS ARE INSPIRED TO UNDERSTAND AND EMBRACE A CHANGING WORLD. TOGETHER, FACULTY AND STUDENTS TAKE INITIATIVE AS INFORMED CITIZENS AND ENVIRONMENTAL STEWARDS.",422438,195346
410696908,SHATTUCK-ST MARY'S SCHOOL,2016-06-30,3050 METRO DR STE 200,MINNEAPOLIS,MN,554251547,1000 SHUMWAY AVENUE PO BOX 218,FARIBAULT,MN,55021,SHAT,5073331500,BRETT CHAPPELL,CURRENT CFO,5073331500,WWW.S-SM.ORG,1858,"WE ARE A GLOBAL LEARNING COMMUNITY THAT HONORS TRADITION WHILE EMBRACING INNOVATION. BY CULTIVATING CREATIVE, INDEPENDENT THINKING, WE FOSTER THE TRANSFORMATION OF OUR STUDENTS TO BECOME CITIZENS OF INTEGRITY FOR AN EVER-CHANGING WORLD. WE AIM TO BE A DYNAMIC AND DIVERSE SCHOOL COMMUNITY COMMITTED TO EXCELLENCE, INTEGRITY AND INNOVATION, HERE AND BEYOND THE ARCH.",393,90,4902244,5308630,23735328,24939817,2604518,16645,153618,180363,31395708,30445455,,0,,0,11670465,12050344,,0,,599580,15835709,21540254,27506174,33590598,3889534,-3145143,84425481,78446925,42036298,39531336,42389183,38915589,"WE ARE A GLOBAL LEARNING COMMUNITY THAT HONORS TRADITION WHILE EMBRACING INNOVATION. BY CULTIVATING CREATIVE, INDEPENDENT THINKING, WE FOSTER THE TRANSFORMATION OF OUR STUDENTS TO BECOME CITIZENS OF INTEGRITY FOR AN EVER-CHANGING WORLD. WE AIM TO BE A DYNAMIC AND DIVERSE SCHOOL COMMUNITY COMMITTED TO EXCELLENCE, INTEGRITY AND INNOVATION, HERE AND BEYOND THE ARCH.",190762,276685
210634503,THE LAWRENCEVILLE SCHOOL,2016-06-30,506 CARNEGIE CENTER STE 400,PRINCETON,NJ,085406243,PO BOX 6126,LAWRENCEVILLE,NJ,086486126,LAWR,6098952138,CHRISTINA L GOODRICH,DIRECTOR OF FINANCE,6098952138,WWW.LAWRENCEVILLE.ORG,1810,"THE LAWRENCEVILLE SCHOOL SEEKS TO INSPIRE AND EDUCATE YOUNG PEOPLE AND EDUCATE YOUNG PEOPLE FOR RESPONSIBLE LEADERSHIP, PERSONAL FULFILL- MENT, & ENTHUSIASTIC PARTICIPATION IN AN INCREASINGLY COMPLEX WORLD.",595,736,35460115,25404164,44674794,46679071,8540144,6093194,2192300,2236864,90867353,80413293,11247642,11219040,0,0,34645727,36276942,80858,75352,,4493856,30318328,29794752,76292555,77366086,14574798,3047207,609525445,596409383,79572144,86361370,529953301,510048013,"THE LAWRENCEVILLE SCHOOL SEEKS TO INSPIRE AND EDUCATE YOUNG PEOPLE OF SPECIAL PROMISE, FROM DIVERSE BACKGROUNDS, FOR RESPONSIBLE LEADERSHIP, PERSONAL FULFILLMENT, AND ENTHUSIASTIC PARTICIPATION IN AN INCREASINGLY COMPLEX WORLD. WITH HIGH STANDARDS OF CHARACTER AND SCHOLARSHIP, WE TEACH YOUNG PEOPLE THE VALUE OF HONEST WORK, RESPECT FOR DIFFERENCES, AND RESPONSIBILITY FOR THE WELL-BEING OF THEIR COMMUNITY.",1364860,1402885
050262717,ST ANDREW'S SCHOOL,2016-06-30,56 EXCHANGE TERRACE,PROVIDENCE,RI,02903,63 FEDERAL ROAD,BARRINGTON,RI,02806,STAN,4012461230,JAMES M MEEHAN,CFO,4012461230,WWW.STANDREWS-RI.ORG,1893,"ST. ANDREW'S SCHOOL IS A NURTURING, CHALLENGING, AND SAFE EDUCATIONAL COMMUNITY SERVING STUDENTS IN GRADES 6-12 AND POSTGRADUATE (PG). OUR DEDICATED FACULTY AND STAFF EMBRACE, ENCOURAGE, EDUCATE, AND EMPOWER STUDENTS ONE MIND AT A TIME. OUR EPISCOPAL HERITAGE GUIDES OUR MORAL AND ETHICAL VALUES. ACADEMIC SUCCESS AND PERSONAL GROWTH ARE PROMOTED SO THAT STUDENTS CAN PURPOSEFULLY ENGAGE, SUCCEED, AND THRIVE IN SCHOOL AND IN LIFE.",102,100,1456440,5442341,10482215,10585788,822925,-132405,22670,349923,12784250,16245647,3394943,3603103,0,0,5412310,5565039,0,0,,387026,4152138,4606811,12959391,13774953,-175141,2470694,53563194,54563803,20866325,20218097,32696869,34345706,SEE SCHEDULE O,5298,23628
042104048,THE TRUSTEES OF CUSHING ACADEMY,2016-06-30,80 CITY SQUARE,BOSTON,MA,021293742,39 SCHOOL STREET,ASHBURNHAM,MA,01430,TRUS,9788275911,COLETTE DE LABRY,PRESIDENT,9788275911,WWW.CUSHING.ORG,1865,INDEPENDENT COLLEGE PREPARATORY SECONDARY SCHOOL,249,100,3098768,9353906,23703176,24489302,778526,656530,606903,360765,28187373,34860503,4478707,4666946,0,0,12867925,13464205,0,0,,1572466,12179985,12011866,29526617,30143017,-1339244,4717486,101018276,104759226,36260713,36480582,64757563,68278644,"CUSHING ACADEMY, FOUNDED AS A COEDUCATIONAL BOARDING SCHOOL IN 1865, EXISTS FOR STUDENTS, THEIR ACADEMIC GROWTH AND THEIR PERSONAL DEVELOPMENT. WE ARE DEDICATED TO EDUCATING THE MIND, SHAPING THE CHARACTER, AND NURTURING THE CREATIVITY OF YOUNG MEN AND WOMEN. IN A COMMUNITY THAT IS ACADEMICALLY AND CULTURALLY DIVERSE, WE CHALLENGE EACH INDIVIDUAL, SUPPORT EXCELLENCE IN EVERY ASPECT OF THE LEARNING PROCESS, AND PROMOTE ACTIVE PARTICIPATION IN ALL AREAS OF LIFE AND LEARNING. WE OFFER A DEMANDING COLLEGE PREPARATORY CURRICULUM, TEACH SKILLS THAT BUILD CONFIDENCE, AND INSTILL VALUES THAT ENDURE.",773112,946532
